Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,OfficialSite,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,AnalystRatingStrongBuy,AnalystRatingBuy,AnalystRatingHold,AnalystRatingSell,AnalystRatingStrongSell,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,SharesFloat,PercentInsiders,PercentInstitutions,DividendDate,ExDividendDate
FCX,Common Stock,Freeport-McMoran Copper & Gold Inc,"Freeport-McMoRan Copper & Gold Inc. (FCX) is a premier mining company headquartered in Phoenix, Arizona, renowned for its significant contributions to global copper and gold production. With extensive operations in the Americas and Indonesia, FCX is well-positioned to capitalize on the escalating demand for copper—an essential component of green technologies and infrastructure development. The company emphasizes sustainable mining practices and adheres to rigorous operational standards, supported by a strong balance sheet that enhances its resilience in dynamic markets. As a leader in the copper sector, Freeport-McMoRan offers institutional investors a compelling opportunity to invest in a critical commodity amid growing global demand.",831259,NYSE,USD,USA,BASIC MATERIALS,COPPER,"333 NORTH CENTRAL AVENUE, PHOENIX, AZ, UNITED STATES, 85004-2189",https://fcx.com,December,2025-09-30,58212631000,9562000000,28.28,3.545,13.02,0.6,0.0148,1.42,18.09,0.0797,0.281,0.077,0.145,26002000000,10068000000,1.42,0.278,0.027,47.71,5,11,4,1,0,28.28,19.92,2.239,3.115,2.43,6.67,1.487,48.78,27.35,41.62,40.24,1435931000,1427731000,0.667,83.637,2025-11-03,2025-10-15
IT,Common Stock,Gartner Inc,"Gartner, Inc. is a premier global research and advisory firm based in Stamford, Connecticut, recognized for its expertise in providing actionable insights and strategic guidance to business leaders across diverse sectors, including information technology, finance, and human resources. Leveraging its rigorous research methodologies and comprehensive market analysis, Gartner empowers organizations to make informed decisions that foster growth and innovation. The company's extensive suite of services, which encompasses bespoke consulting, benchmarking, and training, is designed to help clients adeptly navigate the complexities of today's business environment. With a longstanding commitment to delivering impactful intelligence, Gartner remains a vital partner for enterprises aiming to enhance performance and achieve a sustainable competitive advantage.",749251,NYSE,USD,USA,TECHNOLOGY,INFORMATION TECHNOLOGY SERVICES,"56 TOP GALLANT ROAD, STAMFORD, CT, UNITED STATES, 06902-7700",https://www.gartner.com,December,2025-09-30,16651983000,1313932000,20.12,1.99,7.63,None,None,11.48,84.19,0.137,0.158,0.0969,1.093,6459775000,4403871000,11.48,-0.912,0.027,284.27,0,4,8,1,0,20.12,17.18,2.578,29.81,2.773,14.05,1.075,584.01,222.54,246.51,362.31,72077000,69629000,3.222,107.310,None,1999-07-19
GE,Common Stock,GE Aerospace,"General Electric Company (GE) is a leading American multinational conglomerate headquartered in Boston, recognized for its cutting-edge innovations across aerospace, healthcare, power generation, and renewable energy sectors. With a legacy of excellence in aviation manufacturing, GE is committed to pioneering digital technologies that improve operational efficiencies and drive sustainable growth. The company’s strategic investments in additive manufacturing and financial services enhance its competitive position and enable it to meet varied customer needs. Focused on transforming industries and advancing healthcare outcomes, GE is poised for long-term success and significant value creation in the global market.",40545,NYSE,USD,USA,INDUSTRIALS,AEROSPACE & DEFENSE,"1 NEUMANN WAY, EVENDALE, OH, UNITED STATES, 45215",https://www.geaerospace.com,December,2025-09-30,321528365000,11264000000,40.81,5.52,17.83,1.36,0.0045,7.47,41.16,0.183,0.206,0.0493,0.421,43949998000,14266000000,7.47,0.193,0.238,343.57,2,12,1,0,1,40.81,42.55,7.32,17.06,7.47,28.61,1.401,316.67,158.62,299.87,247.24,1054814000,1050985000,0.189,80.953,2025-10-27,2025-09-29
GEHC,Common Stock,GE HealthCare Technologies Inc.,"GE HealthCare Technologies Inc. is a leading global enterprise in the medical technology and pharmaceutical diagnostics industries, dedicated to improving patient care and operational efficiency across healthcare systems. Headquartered in Chicago, Illinois, the firm provides an extensive range of advanced imaging, monitoring, and data analytics solutions that empower healthcare providers to enhance clinical workflows. With a strong focus on digital innovation and transformation, GE HealthCare is strategically positioned to address evolving healthcare challenges, solidifying its role as a pivotal contributor to the future of healthcare delivery.",1932393,NASDAQ,USD,USA,HEALTHCARE,HEALTH INFORMATION SERVICES,"500 WEST MONROE STREET, CHICAGO, IL, UNITED STATES, 60661",https://www.gehealthcare.com,December,2025-09-30,33694931000,3626000000,15.14,2.191,21.94,0.14,0.0019,4.83,44.33,0.11,0.142,0.0546,0.244,20246000000,8261000000,4.83,-0.041,0.058,88.44,3,12,7,0,0,15.14,15.43,1.664,3.334,1.979,10.54,1.273,94.66,57.57,75.2,75.56,455522000,454187000,0.275,92.273,2025-11-14,2025-10-24
GEV,Common Stock,GE Vernova LLC,"GE Vernova LLC is a prominent energy enterprise at the forefront of sustainable electricity solutions, leveraging innovative technologies and a diverse portfolio of renewable assets in wind, solar, and hydroelectric power. The company plays a strategic role in the global transition to a low-carbon economy, focusing on efficiency and reliability in its operations. With a steadfast commitment to decarbonization and sustainable development goals, GE Vernova is poised to reshape the energy landscape, driving progress toward a cleaner, more sustainable future.",1996810,NYSE,USD,USA,INDUSTRIALS,SPECIALTY INDUSTRIAL MACHINERY,"58 CHARLES STREET, CAMBRIDGE, MA, UNITED STATES, 02141",https://www.gevernova.com,December,2025-09-30,156907323000,2935000000,94.34,1.744,31.87,1,0.0018,6.13,137.36,0.0452,0.0574,0.0243,0.167,37669999000,7416000000,6.13,-0.6,0.118,678.93,6,16,8,1,1,94.34,46.73,4.165,18.15,3.975,65.94,None,677.01,251.84,600.95,487.99,271320000,270886000,0.062,80.010,2025-11-17,2025-10-20
GEN,Common Stock,Gen Digital Inc.,"Gen Digital Inc. is a leading provider of cybersecurity solutions based in Tempe, Arizona, focused on securing consumers' personal information and digital assets across North America, Europe, and Asia Pacific. With a robust portfolio of innovative technologies, the company effectively addresses the escalating challenges of online security, making it an appealing investment opportunity for institutional investors. Gen Digital's commitment to enhancing digital safety and its strategic positioning within the technology sector underscore its potential for sustained growth in a rapidly evolving digital landscape.",849399,NASDAQ,USD,USA,TECHNOLOGY,SOFTWARE - INFRASTRUCTURE,"60 EAST RIO SALADO PARKWAY, TEMPE, AZ, UNITED STATES, 85281",https://www.gendigital.com,March,2025-09-30,16478654000,1944000000,29.34,0.903,3.982,0.5,0.0187,0.91,7.25,0.127,0.365,0.0686,0.25,4473000000,3548000000,0.91,-0.192,0.253,33.34,0,5,5,0,1,29.34,10.53,3.684,6.71,5.48,11.88,1.111,32.09,22.55,27.54,28.08,616716000,472207000,9.325,89.085,2025-12-10,2025-11-17
GNRC,Common Stock,Generac Holdings Inc,"Generac Holdings Inc. (GNRC) is a leading American manufacturer specializing in backup power generation solutions for residential, light commercial, and industrial applications. As a respected Fortune 1000 company, Generac has established itself as a key player in the energy resilience market, particularly in response to the increasing demand for reliable and sustainable power solutions amidst evolving energy dynamics. The company boasts a diverse product portfolio, including portable generators, home standby systems, and cutting-edge energy storage technologies, which cater to the growing consumer emphasis on energy independence and security. With its innovative approach and robust market presence, Generac is well-positioned for continued growth in the dynamic energy sector.",1474735,NYSE,USD,USA,INDUSTRIALS,SPECIALTY INDUSTRIAL MACHINERY,"S45 W29290 HIGHWAY 59, WAUKESHA, WI, UNITED STATES, 53189",https://www.generac.com,December,2025-09-30,9074317000,684027000,29.48,1.236,45.05,None,None,5.13,74.12,0.0692,0.0925,0.0576,0.12,4352444000,1717074000,5.13,-0.407,-0.05,206,1,10,10,0,0,29.48,18.12,2.085,3.357,2.336,16.07,1.811,203.25,99.5,174.51,150.44,58684000,57487000,1.690,95.978,2013-06-21,2013-06-10
GIS,Common Stock,General Mills Inc,"General Mills, Inc. is a prominent American multinational consumer goods company, distinguished by its diverse portfolio of beloved brands, including Cheerios, Gerber, and Häagen-Dazs. Based in Golden Valley, Minnesota, the company operates through various segments such as U.S. Retail, Convenience Stores & Foodservice, and International, thereby enhancing its revenue diversity and market resilience. Committed to sustainable practices and continuous innovation, General Mills adeptly navigates changing consumer trends to accelerate long-term growth. With a strong emphasis on product quality and convenience, the company stands out in the competitive food industry, making it an appealing investment opportunity for institutional investors seeking stability and growth.",40704,NYSE,USD,USA,CONSUMER DEFENSIVE,PACKAGED FOODS,"NUMBER ONE GENERAL MILLS BOULEVARD, MINNEAPOLIS, MN, UNITED STATES, 55426",https://www.generalmills.com,May,2025-08-31,25289271000,3759700000,8.95,16.21,17.78,2.41,0.0509,5.3,34.85,0.152,0.156,0.0622,0.309,19156001000,6587900000,5.3,1.155,-0.068,53.53,3,2,13,2,1,8.95,12.97,1.32,2.656,2.02,10.25,-0.074,65.04,45.8,48.79,53.44,533416000,531155000,0.299,85.459,2025-11-03,2025-10-10
GM,Common Stock,General Motors Company,"General Motors Company (NYSE: GM) is a leading American automotive manufacturer based in Detroit, known for its extensive portfolio of well-established brands including Chevrolet, Cadillac, GMC, and Buick. As the company pivots towards a future characterized by electric and autonomous vehicles, GM is committed to sustainability and innovation, positioning itself strategically within the evolving automotive landscape. Through investments in advanced technologies and a focus on enhancing mobility solutions, GM aims to maintain its market leadership while adapting to rapidly changing consumer preferences and the global shift towards greener transportation alternatives. With a strong global footprint and a dynamic financial services division, GM is well-equipped to navigate emerging market opportunities.",1467858,NYSE,USD,USA,CONSUMER CYCLICAL,AUTO MANUFACTURERS,"300 RENAISSANCE CENTER, DETROIT, MI, UNITED STATES, 48265-3000",https://www.gm.com,December,2025-09-30,67063398000,15705000000,13.72,1.652,71.14,0.54,0.0075,5.14,189.95,0.0163,0.0567,0.0201,0.0444,187435008000,18886001000,5.14,-0.496,-0.003,73.15,6,12,8,1,1,13.72,6.11,0.358,1.01,0.906,8.99,1.311,72.87,41.36,62.62,53.02,932861000,929867000,0.180,86.328,2025-12-18,2025-12-05
GPC,Common Stock,Genuine Parts Co,"Genuine Parts Company (GPC) is a leading distributor in the automotive and industrial replacement parts sectors, complemented by offerings in office supplies and electrical materials. With a well-established network of over 3,100 locations across North America, GPC serves a diverse clientele, including automotive repair shops and industrial enterprises. The company's commitment to high-quality products and exceptional service, backed by substantial industry expertise and an efficient supply chain, drives its growth strategy. GPC's vigilant focus on market expansion and operational excellence equips it to effectively adapt to changing economic conditions, solidifying its reputation as a key player in the distribution industry.",40987,NYSE,USD,USA,CONSUMER CYCLICAL,AUTO PARTS,"2999 WILDWOOD PARKWAY, ATLANTA, GA, UNITED STATES, 30339",https://www.genpt.com,December,2025-09-30,17768585000,1930909000,21.98,1.505,34.41,4.09,0.032,5.79,173.18,0.0336,0.0643,0.0443,0.17,24060899000,8909690000,5.79,0,0.049,146.11,1,4,6,1,0,21.98,15.36,0.739,3.712,0.987,14.18,0.748,143.1,102.41,133.7,126.76,139110000,138510000,0.400,88.583,2025-10-02,2025-09-05
GILD,Common Stock,Gilead Sciences Inc,"Gilead Sciences, Inc. is a leading biopharmaceutical company based in Foster City, California, renowned for its pioneering research and development of antiviral therapies aimed at treating infectious diseases, most notably HIV and hepatitis. The company’s industry-defining products, such as Harvoni and Sovaldi, have transformed treatment paradigms for chronic hepatitis C, underscoring Gilead's commitment to innovation and excellence in healthcare. With a growing and diversified therapeutic portfolio, Gilead is dedicated to addressing critical unmet medical needs, solidifying its role as a key player in enhancing global health outcomes and patient care.",882095,NASDAQ,USD,USA,HEALTHCARE,DRUG MANUFACTURERS - GENERAL,"333 LAKESIDE DRIVE, FOSTER CITY, CA, UNITED STATES, 94404",https://www.gilead.com,December,2025-09-30,155333083000,14136001000,19.38,0.228,17.34,3.14,0.0251,6.45,23.35,0.279,0.452,0.126,0.407,29087001000,22896001000,6.45,1.43,0.03,130.61,4,16,8,0,0,19.38,14.24,5.34,7.21,5.95,12.65,0.334,127.68,83.59,117.44,111.26,1240680000,1238049000,0.098,91.638,2025-12-30,2025-12-15
GPN,Common Stock,Global Payments Inc,"Global Payments Inc. (GPN) is a premier provider of integrated payment processing and financial technology solutions, headquartered in Atlanta, Georgia. With a strong presence in diverse industries, the company delivers a comprehensive suite of services including payment processing, cybersecurity, and data analytics. GPN leverages its extensive global reach and strategic partnerships to capture the increasing demand for digital payment solutions, thereby enhancing operational efficiency and customer experiences. Its relentless focus on innovation and customer-centricity positions Global Payments as a crucial player in the rapidly evolving financial technology sector.",1123360,NYSE,USD,USA,INDUSTRIALS,SPECIALTY BUSINESS SERVICES,"3550 LENOX ROAD, ATLANTA, GA, UNITED STATES, 30326",https://www.globalpayments.com/en-ap,December,2025-09-30,17859946000,4384649000,11.44,0.523,95.8,1,0.0133,6.48,41.09,0.174,0.318,0.0325,0.0723,10076185000,6289113000,6.48,1.131,0.005,104.19,2,9,18,1,1,11.44,5.59,1.772,0.788,3.122,7.28,0.824,118.69,65.53,83.75,86.09,236744000,234644000,1.117,96.547,2025-12-26,2025-12-12
GL,Common Stock,Globe Life Inc,"Globe Life Inc. is a leading financial services holding company based in McKinney, Texas, with a strong focus on life insurance, annuities, and supplemental health insurance products through its wholly owned subsidiaries. The company is recognized for its commitment to offering affordable coverage and enhancing financial security, bolstered by efficient distribution channels and a robust customer-centric approach. With a dedication to innovation and operational excellence, Globe Life is well-equipped for sustainable growth, making it a compelling investment for institutional investors looking for stability in the competitive insurance market.",320335,NYSE,USD,USA,FINANCIAL SERVICES,INSURANCE - LIFE,"3700 SOUTH STONEBRIDGE DRIVE, MCKINNEY, TX, UNITED STATES, 75070-8080",https://www.home.globelifeinsurance.com,December,2025-09-30,10600308000,1621281000,9.66,None,70.84,1.05,0.0079,13.64,72.01,0.194,0.341,0.0331,0.223,5940974000,2026853000,13.64,0.375,0.04,166.45,4,5,2,0,0,9.66,10.44,1.784,1.863,2.19,-,0.481,147.54,99.43,137.5,128.85,79606000,78975000,0.624,86.341,2026-01-30,2026-01-05
