Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,OfficialSite,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,AnalystRatingStrongBuy,AnalystRatingBuy,AnalystRatingHold,AnalystRatingSell,AnalystRatingStrongSell,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,SharesFloat,PercentInsiders,PercentInstitutions,DividendDate,ExDividendDate,ticker,ingest_timestamp
LMT,Common Stock,Lockheed Martin Corporation,"Lockheed Martin Corporation is a leading global aerospace and defense company headquartered in North Bethesda, Maryland, specializing in advanced technologies that enhance national security. The company offers a diverse portfolio that includes military aircraft, missile defense systems, and cybersecurity solutions, positioning it to effectively tackle the multifaceted challenges of its government and commercial clients worldwide. With a robust commitment to research and development, strong partnerships, and a resilient supply chain, Lockheed Martin is well-equipped to drive innovation and sustain growth in both domestic and international markets.",936468,NYSE,USD,USA,INDUSTRIALS,AEROSPACE & DEFENSE,"6801 ROCKLEDGE DRIVE, BETHESDA, MD, UNITED STATES, 20817",https://www.lockheedmartin.com,December,2025-09-30,107778146000,7257000000,25.98,1.552,26.87,13.2,0.029,17.93,313.42,0.0573,0.117,0.0639,0.628,73348997000,6053000000,17.93,0.022,0.088,526.88,2,4,12,1,0,25.98,15.82,1.469,17.44,1.725,16.46,0.234,531.03,407.12,484.28,463.26,231398000,196475000,0.083,74.602,2025-12-30,2025-12-01,LMT,2025-11-16 07:54:47.975706
L,Common Stock,Loews Corp,"Loews Corporation (L) is a diversified conglomerate headquartered in New York City, with significant operations across multiple sectors including property and casualty insurance through its subsidiary CNA Financial, offshore drilling via Diamond Offshore Drilling, and energy infrastructure with Boardwalk Pipeline Partners. The company also has a notable hospitality division, Loews Hotels, and engages in the packaging industry through Altium Packaging. By strategically managing its diverse portfolio, Loews aims to enhance long-term shareholder value while upholding a disciplined capital allocation strategy, making it an attractive consideration for institutional investors seeking resilience and growth.",60086,NYSE,USD,USA,FINANCIAL SERVICES,INSURANCE - PROPERTY & CASUALTY,"9 WEST 57TH STREET, NEW YORK, NY, UNITED STATES, 10019-2714",https://www.loews.com,December,2025-09-30,21577327000,2912000000,15.13,2.69,88.39,0.25,0.0024,6.9,86.28,0.0795,0.167,0.017,0.0818,18265999000,6683000000,6.9,0.334,0.046,60,-,-,-,-,-,15.13,-,1.181,1.18,1.693,-,0.623,105.12,78.87,99.92,91.77,206660000,169382000,18.931,59.972,2025-12-09,2025-11-26,L,2025-11-16 07:54:48.524441
LOW,Common Stock,Lowe's Companies Inc,"Lowe's Companies, Inc. (NYSE: LOW) is a leading retail giant in the home improvement sector, offering a comprehensive range of products for both professional contractors and DIY customers. Headquartered in Mooresville, North Carolina, Lowe's operates an extensive network of stores across the United States and Canada, providing essential building materials, tools, and home enhancement solutions. The company is dedicated to customer satisfaction and innovation, continually adapting to market trends while enhancing its omnichannel shopping experience, solidifying its position as a dominant player in the home improvement industry.",60667,NYSE,USD,USA,CONSUMER CYCLICAL,HOME IMPROVEMENT RETAIL,"1000 LOWES BLVD., MOORESVILLE, NC, UNITED STATES, 28117",https://www.lowes.com,January,2025-07-31,129814143000,12491000000,18.69,1.99,-20.32,4.65,0.0201,12.19,148.91,0.082,0.145,0.143,0,83612000000,27979999000,12.19,0.024,0.016,278.56,3,18,13,0,1,18.69,16.92,1.553,321.82,1.937,12.95,0.957,275.13,203.22,247.59,236.72,560825000,559647000,0.114,80.031,2026-02-04,2025-10-22,LOW,2025-11-16 07:54:49.072882
LULU,Common Stock,Lululemon Athletica Inc.,"Lululemon Athletica Inc. is a premier athletic apparel company based in Vancouver, Canada, renowned for its innovative yoga and fitness wear that combines superior functionality with contemporary style. The brand's commitment to sustainability and community initiatives not only enhances its market positioning but also resonates with a health-conscious consumer base. Lululemon's ongoing expansion strategy, emphasizing both physical retail and a dynamic e-commerce platform, allows it to capitalize on the surging global demand for health and wellness products. As lifestyle trends increasingly favor active living, Lululemon is well-equipped for robust growth and greater market penetration.",1397187,NASDAQ,USD,USA,CONSUMER CYCLICAL,APPAREL RETAIL,"1818 CORNWALL AVENUE, VANCOUVER, BC, CANADA, V6J 1C7",https://shop.lululemon.com,January,2025-07-31,20119835000,2976704000,11.66,0.872,36.88,None,None,14.64,90.03,0.164,0.207,0.219,0.424,10904036000,6443886000,14.64,-0.016,0.065,194.36,0,3,29,2,0,11.66,12.71,1.845,4.613,1.912,7.0,1.021,423.32,159.25,170.94,250.78,113468000,109026000,4.616,80.227,None,None,LULU,2025-11-16 07:54:49.622362
LYB,Common Stock,LyondellBasell Industries NV,"LyondellBasell Industries N.V. (NYSE: LYB) is a leading global chemical producer based in Houston, Texas, and incorporated in the Netherlands. Renowned for its advanced licensing capabilities in polyethylene and polypropylene technologies, the company excels in the production of key petrochemicals including ethylene and propylene, which are vital for a multitude of industries. LyondellBasell's commitment to innovation and sustainability not only underscores its competitive advantage but also positions the company for sustainable long-term growth and enhanced shareholder value in an evolving global market.",1489393,NYSE,USD,USA,BASIC MATERIALS,SPECIALTY CHEMICALS,"LYONDELLBASELL WILLIAMS TOWER, HOUSTON, TX, UNITED STATES, 77056",https://www.lyondellbasell.com,December,2025-09-30,14651658000,2501000000,None,0.846,32.93,5.42,0.119,-4.03,117.05,-0.032,0.0604,0.022,-0.106,37778002000,3084000000,-4.03,-0.877,-0.102,54,1,4,12,3,0,-,11.92,0.388,1.376,0.689,69.18,0.75,78.56,41.58,48.23,59.11,321873000,255735000,20.476,71.524,2025-09-02,2025-08-25,LYB,2025-11-16 07:54:50.174681
MTB,Common Stock,M&T Bank Corporation,"M&T Bank Corporation, headquartered in Buffalo, New York, is a leading bank holding company with a rich history that dates back to 1856. It provides a diverse range of financial services, including commercial and retail banking, mortgage services, and wealth management, primarily focused on the Northeastern and Mid-Atlantic regions of the United States. Known for its commitment to personalized customer relationships and strong community engagement, M&T Bank is strategically positioned for sustainable growth and innovation in the financial arena, while consistently delivering value to its shareholders.",36270,NYSE,USD,USA,FINANCIAL SERVICES,BANKS - REGIONAL,"ONE M&T PLAZA, BUFFALO, NY, UNITED STATES, 14203",https://www.mtb.com,December,2025-09-30,28734030000,None,11.55,1.289,170.44,5.55,0.0298,16.19,56.33,0.305,0.439,0.0131,0.0963,9080001000,9080001000,16.19,0.199,0.08,217.93,2,10,8,1,0,11.55,10.05,3.164,1.091,4.819,-,0.607,219.42,148.51,189.88,186.37,153691000,152898000,0.410,90.774,2025-09-30,2025-09-02,MTB,2025-11-16 07:54:50.725647
MPC,Common Stock,Marathon Petroleum Corp,"Marathon Petroleum Corporation (MPC), headquartered in Findlay, Ohio, is a distinguished leader in the downstream energy sector, specializing in petroleum refining, marketing, and transportation. Operating one of the largest refining systems in the United States, the company leverages advanced operational efficiency and strategic logistics to enhance its extensive retail and distribution network. With a commitment to innovation and sustainability, MPC is well-positioned to navigate the evolving global energy landscape, actively catering to both commercial and consumer markets while strengthening its competitive advantage in the industry.",1510295,NYSE,USD,USA,ENERGY,OIL & GAS REFINING & MARKETING,"539 SOUTH MAIN STREET, FINDLAY, OH, UNITED STATES, 45840-3229",https://www.marathonpetroleum.com,December,2025-09-30,60114481000,8293000000,21.27,1.346,56.8,3.73,0.0192,9.4,430.91,0.0216,0.0497,0.0387,0.189,133580997000,12438000000,9.4,1.412,-0.008,199,4,6,10,0,0,21.27,14.45,0.45,2.538,0.688,9.04,0.714,202.3,113.82,189.66,164.58,300602000,299761000,0.275,75.566,2025-12-10,2025-11-19,MPC,2025-11-16 07:54:51.281106
MKTX,Common Stock,MarketAxess Holdings Inc,"MarketAxess Holdings Inc. (MKTX) is a leading financial technology company specializing in electronic trading for fixed-income securities, particularly within institutional credit markets. Its advanced trading platform enhances trade execution through transparency, comprehensive market data analytics, and robust post-trade services, ultimately improving liquidity and operational efficiency for clients. With a commitment to regulatory compliance and ongoing technological advancement, MarketAxess plays a crucial role in simplifying the complexities of the fixed-income landscape for institutional investors.",1278021,NASDAQ,USD,USA,FINANCIAL SERVICES,CAPITAL MARKETS,"55 HUDSON YARDS, NEW YORK, NY, UNITED STATES, 10001",https://www.marketaxess.com,December,2025-09-30,6503899000,425404000,29.76,2.383,37.1,3.02,0.0174,5.88,22.52,0.262,0.41,0.114,0.158,839263000,520872000,5.88,-0.032,0.01,204,2,5,7,0,1,29.76,21.19,7.75,4.718,7.27,13.39,0.997,264.83,156.17,173.08,200.56,37171500,36437000,2.318,99.562,2025-12-03,2025-11-19,MKTX,2025-11-16 07:54:51.830131
MAR,Common Stock,Marriott International Inc,"Marriott International, Inc. (MAR), based in Bethesda, Maryland, is a global leader in the hospitality industry, operating over 7,000 properties across more than 130 countries. The company boasts a diverse brand portfolio that includes renowned names such as Marriott Hotels, Ritz-Carlton, and Sheraton, catering to various market segments from luxury to select-service accommodations. Marriott prioritizes exceptional guest experiences alongside sustainability and community engagement, positioning itself advantageously for continued growth amid an evolving travel landscape. Leveraging its extensive scale and innovative loyalty programs, the company strengthens customer retention and profitability, solidifying its competitive edge in the hospitality sector.",1048286,NASDAQ,USD,USA,CONSUMER CYCLICAL,LODGING,"7750 WISCONSIN AVENUE, BETHESDA, MD, UNITED STATES, 20814",https://www.marriott.com,December,2025-09-30,77132358000,4600000000,30.11,1.542,-11.58,2.6,0.009,9.49,24.95,0.38,0.659,0.0964,0.145,6874000000,5606000000,9.49,0.29,0.056,290.08,1,8,16,1,0,30.11,24.51,11.22,47.45,3.583,19.59,1.171,305.26,204.35,268.93,263.46,268352000,234239000,18.042,65.629,2025-12-31,2025-11-20,MAR,2025-11-16 07:54:52.379709
MMC,Common Stock,Marsh & McLennan Companies Inc,"Marsh & McLennan Companies Inc. (MMC) is a leading global professional services firm headquartered in New York City, recognized for its comprehensive expertise in insurance brokerage, risk management, and consulting. Operating through four primary segments—Marsh, Guy Carpenter, Mercer, and Oliver Wyman—the company offers a broad array of solutions, including reinsurance, health and workforce strategies, and management consulting. With a strong emphasis on innovation and a diversified service portfolio, MMC is well-positioned to capitalize on emerging market trends, providing customized and strategic solutions to a diverse clientele across various industries worldwide.",62709,NYSE,USD,USA,FINANCIAL SERVICES,INSURANCE BROKERS,"1166 AVENUE OF THE AMERICAS, NEW YORK, NY, UNITED STATES, 10036-2774",https://www.marshmclennan.com,December,2025-09-30,90069893000,7730000000,21.92,1.816,30.92,3.43,0.0187,8.34,53.77,0.156,0.192,0.0788,0.287,26453000000,11627000000,8.34,0,0.115,214.26,2,4,15,0,0,21.92,17.61,3.405,5.83,4.101,14.8,0.754,245.83,174.18,193.17,214.78,489910000,488989000,0.069,91.567,2025-11-14,2025-10-02,MMC,2025-11-16 07:54:52.930912
MLM,Common Stock,Martin Marietta Materials Inc,"Martin Marietta Materials, Inc. is a leading supplier of aggregates and heavy building materials, serving a broad market across 26 states, Canada, and the Caribbean. The company is integral to infrastructure development, supplying essential materials for a variety of projects including roads, sidewalks, and foundations, and demonstrates a strong commitment to sustainability and innovation. With a strategic focus on operational efficiency and a diverse customer base in the construction sector, Martin Marietta is well-positioned to capitalize on the growing demand for building materials in both public and private sectors, reinforcing its status as a critical player in the industry.",916076,NYSE,USD,USA,BASIC MATERIALS,BUILDING MATERIALS,"4123 PARKLAKE AVENUE, RALEIGH, NC, UNITED STATES, 27612",https://www.martinmarietta.com,December,2025-09-30,36312740000,2326000000,30.68,3.584,161.42,3.2,0.0053,19.44,113.82,0.167,0.279,0.0604,0.125,6903000000,2109000000,19.44,0.157,0.124,666.29,3,12,6,1,0,30.68,27.17,5.26,3.695,6.06,18.01,1.161,665.18,440.72,620.97,559.26,60307000,59843000,0.754,99.857,2025-12-31,2025-12-01,MLM,2025-11-16 07:54:53.484455
MAS,Common Stock,Masco Corporation,"Masco Corporation (MAS) is a leading manufacturer in the home improvement and residential construction sectors, distinguished by its sustainable practices and innovative product offerings. The company's extensive portfolio includes plumbing fixtures, decorative architectural products, and cabinetry solutions, effectively addressing the dynamic needs of consumers and the market. With a robust focus on operational efficiency and strategic growth initiatives, Masco is committed to maximizing shareholder value while advancing environmentally responsible production. As the home improvement landscape evolves, Masco presents an attractive opportunity for institutional investors seeking exposure to a resilient and growth-oriented company.",62996,NYSE,USD,USA,INDUSTRIALS,BUILDING PRODUCTS & EQUIPMENT,"17450 COLLEGE PARKWAY, LIVONIA, MI, UNITED STATES, 48152",https://www.masco.com,December,2025-09-30,12835589000,1447000000,15.54,1.436,-0.376,1.22,0.0197,3.91,35.84,0.109,0.158,0.153,0.564,7597000000,2718000000,3.91,0.169,-0.033,73.67,2,4,15,0,1,15.54,14.37,1.69,164.42,2.005,12.02,1.273,81.54,55.74,68.38,68.16,207696000,206888000,0.219,98.202,2025-11-24,2025-11-07,MAS,2025-11-16 07:54:54.037996
MA,Common Stock,Mastercard Inc,"Mastercard Incorporated is a leading American multinational financial services corporation headquartered in Purchase, New York, with its Global Operations Headquarters in O'Fallon, Missouri. The company specializes in facilitating electronic payments, connecting merchants with card-issuing banks through an extensive range of debit, credit, and prepaid card services. With a strong emphasis on innovation in digital payments and fintech solutions, Mastercard has demonstrated robust growth since its IPO in 2006, effectively navigating the evolving landscape of consumer preferences and technological advancements. As an indispensable player in the global payment systems industry, Mastercard continues to reinforce its leadership position by enhancing its offerings and expanding its reach on a worldwide scale.",1141391,NYSE,USD,USA,FINANCIAL SERVICES,CREDIT SERVICES,"2000 PURCHASE STREET, PURCHASE, NY, UNITED STATES, 10577",https://www.mastercard.com,December,2025-09-30,498899550000,19612000000,34.85,1.773,8.78,3.04,0.0055,15.66,34.59,0.453,0.598,0.231,1.849,31474000000,31474000000,15.66,0.229,0.167,656.51,5,23,10,0,0,34.85,28.65,15.85,62.0,15.84,25.67,0.868,600.98,463.61,568.49,561.37,891258000,889977000,0.515,90.851,2025-11-07,2025-10-09,MA,2025-11-16 07:54:54.587475
